20:26:11: GetMCHelp:234-244 
13:42:59: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:59: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:59: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:59: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:58: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:58: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:58: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:58: 牧场发包错误屋里凡凡3号
13:42:58: 牧场发包错误:
13:42:58: 牧场发包错误:MCAcceptTask
13:42:58: MCAcceptTask:2032-274 
13:42:58: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:57: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:57: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:57: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:56: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:56: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:56: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:56: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:56: MCAcceptTask:2031-274 
13:42:55: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:55: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:55: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:55: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:54: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:54: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:54: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:53: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:53: MCAcceptTask:2047-274 
13:42:53: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:53: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:53: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:52: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:52: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:52: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:52: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:51: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:51: MCAcceptTask:2047-274 
13:42:51: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:51: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:51: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:50: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:50: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:50: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:50: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:49: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:49: GetMyPasture:2031-274 
13:42:49: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:49: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:49: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:48: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:48: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:48: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:48: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:47: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:47: 牧场发包错误屋里凡凡3号
13:42:47: 牧场发包错误:
13:42:47: 牧场发包错误:MCAcceptTask
13:42:47: MCAcceptTask:2031-274 
13:42:47: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:47: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:47: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:46: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:46: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:46: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:46: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:45: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:45: MCAcceptTask:2047-274 
13:42:45: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:45: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:45: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:44: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:44: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:44: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:43: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:43: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:43: MCAcceptTask:2047-274 
13:42:43: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:43: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:42: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:42: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:42: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:42: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:41: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:41: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:41: MCAcceptTask:2047-274 
13:42:41: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:41: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:40: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:40: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:40: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:40: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:39: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:39: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:39: GetMyPasture:2031-274 
13:42:39: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:39: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:38: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:38: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:38: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:38: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:37: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:37: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:37: 牧场发包错误屋里凡凡3号
13:42:37: 牧场发包错误:
13:42:37: 牧场发包错误:MCAcceptTask
13:42:37: MCAcceptTask:2047-274 
13:42:37: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:36: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:36: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:36: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:36: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:35: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:35: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:35: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:35: MCAcceptTask:2031-274 
13:42:35: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:34: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:34: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:34: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:34: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:33: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:33: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:33: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:33: MCAcceptTask:2047-274 
13:42:33: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:32: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:32: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:32: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:32: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:31: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:31: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:31: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:31: MCAcceptTask:2032-274 
13:42:30: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:30: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:30: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:30: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:29: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:29: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:29: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:29: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:29: GetMyPasture:2046-274 
13:42:28: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:28: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:28: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:28: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:27: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:27: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:27: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:27: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:27: 牧场发包错误屋里凡凡3号
13:42:27: 牧场发包错误:
13:42:27: 牧场发包错误:MCAcceptTask
13:42:27: MCAcceptTask:2047-274 
13:42:26: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:26: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:26: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:26: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:25: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:25: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:25: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:25: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:25: MCAcceptTask:2031-274 
13:42:24: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:24: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:24: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:24: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:23: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:23: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:23: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:23: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:23: MCAcceptTask:2047-274 
13:42:22: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:22: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:22: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:22: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:21: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:21: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:21: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:21: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:21: MCAcceptTask:2031-274 
13:42:20: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:20: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:20: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:20: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:19: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:19: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:19: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:19: GetMyPasture:2032-274 
13:42:19: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:18: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:18: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:18: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:18: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:17: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:17: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:17: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:16: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:16: 牧场发包错误屋里凡凡3号
13:42:16: 牧场发包错误:
13:42:16: 牧场发包错误:MCAcceptTask
13:42:16: MCAcceptTask:2032-274 
13:42:16: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:16: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:15: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:15: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:15: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:15: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:14: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:14: MCAcceptTask:2047-274 
13:42:14: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:14: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:14: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:13: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:13: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:13: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:13: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:12: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:12: MCAcceptTask:2031-274 
13:42:12: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:12: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:12: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:11: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:11: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:11: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:11: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:10: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:10: MCAcceptTask:2031-274 
13:42:10: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:10: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:10: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:09: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:09: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:09: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:09: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:08: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:08: GetMyPasture:2031-274 
13:42:08: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:08: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:08: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:07: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:07: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:07: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:07: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:06: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_enter?g_tk=2013391502--
13:42:06: 牧场发包错误屋里凡凡3号
13:42:06: 牧场发包错误:
13:42:06: 牧场发包错误:MCAcceptTask
13:42:06: MCAcceptTask:2047-274 
13:42:06: 3超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:06: 4超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:06: 2超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:05: 3超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:05: 1超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:05: 2超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:04: 4超时URL[200]:http://nc.qzone.qq.com/cgi-bin/cgi_farm_index?mod=user&act=run&g_tk=2013391502--
13:42:04: 1超时URL[200]:http://mc.qzone.qq.com/cgi-bin/cgi_up_task?g_tk=2013391502--
13:42:04: MCAcceptTask:2031-274 
